t1,t2
"Stress_Root_K+, Stress_Chlorophyll_A, Lost_Chlorophyll_B",58.5
"Stress_Root_K+, Stress_Chlorophyll_A, Seed_volume",39.3
"Stress_Root_K+, Stress_Chlorophyll_A, Seed_density",36.9
"Stress_Root_K+, Stress_Chlorophyll_B, Width_WO_husk",38.1
"Stress_Root_K+, Stress_Chlorophyll_B, Length_WO_husk",42.9
"Stress_Root_K+, Stress_Chlorophyll_B, Height_WO_husk",38.6
"Stress_Root_K+, Stress_Chlorophyll_B, Seed_Weight",40.2
"Stress_Root_K+, Stress_Chlorophyll_B, Root_thickness",47.2
"Stress_Root_K+, Stress_Chlorophyll_B, Shoot_thickness",45.1
"Stress_Root_K+, Stress_Chlorophyll_B, Stress_Root_thickness",50.5
"Stress_Root_K+, Stress_Chlorophyll_B, Stress_Shoot_thickness",56.1
"Stress_Root_K+, Stress_Chlorophyll_B, Lost_Root_weight",37.7
"Stress_Root_K+, Stress_Chlorophyll_B, Lost_Shoot_weight",36.4
"Stress_Root_K+, Stress_Chlorophyll_B, Lost_Root_length",41.9
"Stress_Root_K+, Stress_Chlorophyll_B, Lost_Shoot_length",38.6
"Stress_Root_K+, Stress_Chlorophyll_B, Lost_Root_thickness",40
"Stress_Root_K+, Stress_Chlorophyll_B, Lost_Shoot_thickness",40.4
"Stress_Root_K+, Stress_Chlorophyll_B, Lost_Chlorophyll_A",60.1
"Stress_Root_K+, Stress_Chlorophyll_B, Lost_Chlorophyll_B",59.1
"Stress_Root_K+, Stress_Chlorophyll_B, Seed_volume",38.7
"Stress_Root_K+, Stress_Chlorophyll_B, Seed_density",36.9
"Stress_Root_K+, Width_WO_husk, Length_WO_husk",42.3
"Stress_Root_K+, Width_WO_husk, Height_WO_husk",59.7
"Stress_Root_K+, Width_WO_husk, Seed_Weight",56.3
"Stress_Root_K+, Width_WO_husk, Root_thickness",41.3
"Stress_Root_K+, Width_WO_husk, Shoot_thickness",38.6
"Stress_Root_K+, Width_WO_husk, Stress_Root_thickness",40.1
"Stress_Root_K+, Width_WO_husk, Stress_Shoot_thickness",42.6
"Stress_Root_K+, Width_WO_husk, Lost_Root_weight",39.9
"Stress_Root_K+, Width_WO_husk, Lost_Shoot_weight",37.4
"Stress_Root_K+, Width_WO_husk, Lost_Root_length",41
"Stress_Root_K+, Width_WO_husk, Lost_Shoot_length",38.2
"Stress_Root_K+, Width_WO_husk, Lost_Root_thickness",44.7
"Stress_Root_K+, Width_WO_husk, Lost_Shoot_thickness",39.7
"Stress_Root_K+, Width_WO_husk, Lost_Chlorophyll_A",38.2
"Stress_Root_K+, Width_WO_husk, Lost_Chlorophyll_B",39
"Stress_Root_K+, Width_WO_husk, Seed_volume",59.2
"Stress_Root_K+, Width_WO_husk, Seed_density",46.6
"Stress_Root_K+, Length_WO_husk, Height_WO_husk",39.5
"Stress_Root_K+, Length_WO_husk, Seed_Weight",50
"Stress_Root_K+, Length_WO_husk, Root_thickness",47.9
"Stress_Root_K+, Length_WO_husk, Shoot_thickness",43.1
"Stress_Root_K+, Length_WO_husk, Stress_Root_thickness",39
"Stress_Root_K+, Length_WO_husk, Stress_Shoot_thickness",41.1
"Stress_Root_K+, Length_WO_husk, Lost_Root_weight",41.1
"Stress_Root_K+, Length_WO_husk, Lost_Shoot_weight",41
"Stress_Root_K+, Length_WO_husk, Lost_Root_length",39.6
"Stress_Root_K+, Length_WO_husk, Lost_Shoot_length",36.3
"Stress_Root_K+, Length_WO_husk, Lost_Root_thickness",46.5
"Stress_Root_K+, Length_WO_husk, Lost_Shoot_thickness",40.8
"Stress_Root_K+, Length_WO_husk, Lost_Chlorophyll_A",41.2
"Stress_Root_K+, Length_WO_husk, Lost_Chlorophyll_B",41.8
"Stress_Root_K+, Length_WO_husk, Seed_volume",48
"Stress_Root_K+, Length_WO_husk, Seed_density",37.2
"Stress_Root_K+, Height_WO_husk, Seed_Weight",57.8
"Stress_Root_K+, Height_WO_husk, Root_thickness",39.1
"Stress_Root_K+, Height_WO_husk, Shoot_thickness",42.3
"Stress_Root_K+, Height_WO_husk, Stress_Root_thickness",43.3
"Stress_Root_K+, Height_WO_husk, Stress_Shoot_thickness",46.4
"Stress_Root_K+, Height_WO_husk, Lost_Root_weight",40.2
"Stress_Root_K+, Height_WO_husk, Lost_Shoot_weight",39.2
"Stress_Root_K+, Height_WO_husk, Lost_Root_length",39.6
"Stress_Root_K+, Height_WO_husk, Lost_Shoot_length",39.4
"Stress_Root_K+, Height_WO_husk, Lost_Root_thickness",43.1
"Stress_Root_K+, Height_WO_husk, Lost_Shoot_thickness",40.2
"Stress_Root_K+, Height_WO_husk, Lost_Chlorophyll_A",38.7
"Stress_Root_K+, Height_WO_husk, Lost_Chlorophyll_B",40.2
"Stress_Root_K+, Height_WO_husk, Seed_volume",61
"Stress_Root_K+, Height_WO_husk, Seed_density",48.3
"Stress_Root_K+, Seed_Weight, Root_thickness",40.4
"Stress_Root_K+, Seed_Weight, Shoot_thickness",45.8
"Stress_Root_K+, Seed_Weight, Stress_Root_thickness",44.1
"Stress_Root_K+, Seed_Weight, Stress_Shoot_thickness",47.7
"Stress_Root_K+, Seed_Weight, Lost_Root_weight",37
"Stress_Root_K+, Seed_Weight, Lost_Shoot_weight",40.8
"Stress_Root_K+, Seed_Weight, Lost_Root_length",37.6
"Stress_Root_K+, Seed_Weight, Lost_Shoot_length",38.4
"Stress_Root_K+, Seed_Weight, Lost_Root_thickness",39.2
"Stress_Root_K+, Seed_Weight, Lost_Shoot_thickness",37.7
"Stress_Root_K+, Seed_Weight, Lost_Chlorophyll_A",38.5
"Stress_Root_K+, Seed_Weight, Lost_Chlorophyll_B",36.8
"Stress_Root_K+, Seed_Weight, Seed_volume",65.1
"Stress_Root_K+, Seed_Weight, Seed_density",36.1
"Stress_Root_K+, Root_thickness, Shoot_thickness",52.5
"Stress_Root_K+, Root_thickness, Stress_Root_thickness",47.1
"Stress_Root_K+, Root_thickness, Stress_Shoot_thickness",47.4
"Stress_Root_K+, Root_thickness, Lost_Root_weight",52
"Stress_Root_K+, Root_thickness, Lost_Shoot_weight",48.8
"Stress_Root_K+, Root_thickness, Lost_Root_length",40.5
"Stress_Root_K+, Root_thickness, Lost_Shoot_length",40.5
"Stress_Root_K+, Root_thickness, Lost_Root_thickness",60.3
"Stress_Root_K+, Root_thickness, Lost_Shoot_thickness",44.4
"Stress_Root_K+, Root_thickness, Lost_Chlorophyll_A",42.6
"Stress_Root_K+, Root_thickness, Lost_Chlorophyll_B",40.4
"Stress_Root_K+, Root_thickness, Seed_volume",38.7
"Stress_Root_K+, Root_thickness, Seed_density",37.6
"Stress_Root_K+, Shoot_thickness, Stress_Root_thickness",43.1
"Stress_Root_K+, Shoot_thickness, Stress_Shoot_thickness",49.8
"Stress_Root_K+, Shoot_thickness, Lost_Root_weight",47.7
"Stress_Root_K+, Shoot_thickness, Lost_Shoot_weight",58.7
"Stress_Root_K+, Shoot_thickness, Lost_Root_length",35.8
"Stress_Root_K+, Shoot_thickness, Lost_Shoot_length",39.5
"Stress_Root_K+, Shoot_thickness, Lost_Root_thickness",47.8
"Stress_Root_K+, Shoot_thickness, Lost_Shoot_thickness",56.6
"Stress_Root_K+, Shoot_thickness, Lost_Chlorophyll_A",38.6
"Stress_Root_K+, Shoot_thickness, Lost_Chlorophyll_B",36.8
"Stress_Root_K+, Shoot_thickness, Seed_volume",44.5
"Stress_Root_K+, Shoot_thickness, Seed_density",35.1
"Stress_Root_K+, Stress_Root_thickness, Stress_Shoot_thickness",57.7
"Stress_Root_K+, Stress_Root_thickness, Lost_Root_weight",45.3
"Stress_Root_K+, Stress_Root_thickness, Lost_Shoot_weight",37.7
"Stress_Root_K+, Stress_Root_thickness, Lost_Root_length",38.6
"Stress_Root_K+, Stress_Root_thickness, Lost_Shoot_length",37.4
"Stress_Root_K+, Stress_Root_thickness, Lost_Root_thickness",45.4
"Stress_Root_K+, Stress_Root_thickness, Lost_Shoot_thickness",44.9
"Stress_Root_K+, Stress_Root_thickness, Lost_Chlorophyll_A",47.3
"Stress_Root_K+, Stress_Root_thickness, Lost_Chlorophyll_B",46.3
"Stress_Root_K+, Stress_Root_thickness, Seed_volume",42.7
"Stress_Root_K+, Stress_Root_thickness, Seed_density",37.9
"Stress_Root_K+, Stress_Shoot_thickness, Lost_Root_weight",42.7
"Stress_Root_K+, Stress_Shoot_thickness, Lost_Shoot_weight",38.4
"Stress_Root_K+, Stress_Shoot_thickness, Lost_Root_length",41.1
"Stress_Root_K+, Stress_Shoot_thickness, Lost_Shoot_length",38
"Stress_Root_K+, Stress_Shoot_thickness, Lost_Root_thickness",41.1
"Stress_Root_K+, Stress_Shoot_thickness, Lost_Shoot_thickness",46.6
"Stress_Root_K+, Stress_Shoot_thickness, Lost_Chlorophyll_A",54.6
"Stress_Root_K+, Stress_Shoot_thickness, Lost_Chlorophyll_B",50.5
"Stress_Root_K+, Stress_Shoot_thickness, Seed_volume",46.6
"Stress_Root_K+, Stress_Shoot_thickness, Seed_density",38
"Stress_Root_K+, Lost_Root_weight, Lost_Shoot_weight",56.5
"Stress_Root_K+, Lost_Root_weight, Lost_Root_length",45.1
"Stress_Root_K+, Lost_Root_weight, Lost_Shoot_length",49.3
"Stress_Root_K+, Lost_Root_weight, Lost_Root_thickness",60.6
"Stress_Root_K+, Lost_Root_weight, Lost_Shoot_thickness",54.9
"Stress_Root_K+, Lost_Root_weight, Lost_Chlorophyll_A",41.8
"Stress_Root_K+, Lost_Root_weight, Lost_Chlorophyll_B",42.4
"Stress_Root_K+, Lost_Root_weight, Seed_volume",37.1
"Stress_Root_K+, Lost_Root_weight, Seed_density",36.9
"Stress_Root_K+, Lost_Shoot_weight, Lost_Root_length",42.8
"Stress_Root_K+, Lost_Shoot_weight, Lost_Shoot_length",53.7
"Stress_Root_K+, Lost_Shoot_weight, Lost_Root_thickness",51.8
"Stress_Root_K+, Lost_Shoot_weight, Lost_Shoot_thickness",62.6
"Stress_Root_K+, Lost_Shoot_weight, Lost_Chlorophyll_A",41.1
"Stress_Root_K+, Lost_Shoot_weight, Lost_Chlorophyll_B",41.5
"Stress_Root_K+, Lost_Shoot_weight, Seed_volume",39.7
"Stress_Root_K+, Lost_Shoot_weight, Seed_density",35.3
"Stress_Root_K+, Lost_Root_length, Lost_Shoot_length",49.2
"Stress_Root_K+, Lost_Root_length, Lost_Root_thickness",44
"Stress_Root_K+, Lost_Root_length, Lost_Shoot_thickness",42.3
"Stress_Root_K+, Lost_Root_length, Lost_Chlorophyll_A",44.7
"Stress_Root_K+, Lost_Root_length, Lost_Chlorophyll_B",42
"Stress_Root_K+, Lost_Root_length, Seed_volume",37.3
"Stress_Root_K+, Lost_Root_length, Seed_density",35.2
"Stress_Root_K+, Lost_Shoot_length, Lost_Root_thickness",41.8
"Stress_Root_K+, Lost_Shoot_length, Lost_Shoot_thickness",42.9
"Stress_Root_K+, Lost_Shoot_length, Lost_Chlorophyll_A",43.5
"Stress_Root_K+, Lost_Shoot_length, Lost_Chlorophyll_B",42.7
"Stress_Root_K+, Lost_Shoot_length, Seed_volume",37.8
"Stress_Root_K+, Lost_Shoot_length, Seed_density",36.4
"Stress_Root_K+, Lost_Root_thickness, Lost_Shoot_thickness",51.5
"Stress_Root_K+, Lost_Root_thickness, Lost_Chlorophyll_A",38.9
"Stress_Root_K+, Lost_Root_thickness, Lost_Chlorophyll_B",39.1
"Stress_Root_K+, Lost_Root_thickness, Seed_volume",39.5
"Stress_Root_K+, Lost_Root_thickness, Seed_density",39.2
"Stress_Root_K+, Lost_Shoot_thickness, Lost_Chlorophyll_A",46.4
"Stress_Root_K+, Lost_Shoot_thickness, Lost_Chlorophyll_B",46.1
"Stress_Root_K+, Lost_Shoot_thickness, Seed_volume",37.8
"Stress_Root_K+, Lost_Shoot_thickness, Seed_density",38
"Stress_Root_K+, Lost_Chlorophyll_A, Lost_Chlorophyll_B",64.4
"Stress_Root_K+, Lost_Chlorophyll_A, Seed_volume",37.3
"Stress_Root_K+, Lost_Chlorophyll_A, Seed_density",36.7
"Stress_Root_K+, Lost_Chlorophyll_B, Seed_volume",36.4
"Stress_Root_K+, Lost_Chlorophyll_B, Seed_density",37.2
"Stress_Root_K+, Seed_volume, Seed_density",45.1
"Stress_Shoot_Na+, Stress_Shoot_K+, SES",42.3
"Stress_Shoot_Na+, Stress_Shoot_K+, Stress_Chlorophyll_A",43.2
"Stress_Shoot_Na+, Stress_Shoot_K+, Stress_Chlorophyll_B",42.3
"Stress_Shoot_Na+, Stress_Shoot_K+, Width_WO_husk",39.1
"Stress_Shoot_Na+, Stress_Shoot_K+, Length_WO_husk",37.6
"Stress_Shoot_Na+, Stress_Shoot_K+, Height_WO_husk",39.7
"Stress_Shoot_Na+, Stress_Shoot_K+, Seed_Weight",40.6
"Stress_Shoot_Na+, Stress_Shoot_K+, Root_thickness",38.7
"Stress_Shoot_Na+, Stress_Shoot_K+, Shoot_thickness",37
"Stress_Shoot_Na+, Stress_Shoot_K+, Stress_Root_thickness",41.3
"Stress_Shoot_Na+, Stress_Shoot_K+, Stress_Shoot_thickness",40.8
"Stress_Shoot_Na+, Stress_Shoot_K+, Lost_Root_weight",38.3
"Stress_Shoot_Na+, Stress_Shoot_K+, Lost_Shoot_weight",37.4
"Stress_Shoot_Na+, Stress_Shoot_K+, Lost_Root_length",37
"Stress_Shoot_Na+, Stress_Shoot_K+, Lost_Shoot_length",37.6
"Stress_Shoot_Na+, Stress_Shoot_K+, Lost_Root_thickness",37.3
"Stress_Shoot_Na+, Stress_Shoot_K+, Lost_Shoot_thickness",39.8
"Stress_Shoot_Na+, Stress_Shoot_K+, Lost_Chlorophyll_A",42.7
"Stress_Shoot_Na+, Stress_Shoot_K+, Lost_Chlorophyll_B",41.7
"Stress_Shoot_Na+, Stress_Shoot_K+, Seed_volume",39.8
"Stress_Shoot_Na+, Stress_Shoot_K+, Seed_density",38.1
"Stress_Shoot_Na+, SES, Stress_Chlorophyll_A",63
"Stress_Shoot_Na+, SES, Stress_Chlorophyll_B",60.4
"Stress_Shoot_Na+, SES, Width_WO_husk",43.2
"Stress_Shoot_Na+, SES, Length_WO_husk",44.5
"Stress_Shoot_Na+, SES, Height_WO_husk",45.5
"Stress_Shoot_Na+, SES, Seed_Weight",49.2
"Stress_Shoot_Na+, SES, Root_thickness",48.3
"Stress_Shoot_Na+, SES, Shoot_thickness",45.2
"Stress_Shoot_Na+, SES, Stress_Root_thickness",56.3
"Stress_Shoot_Na+, SES, Stress_Shoot_thickness",62.1
"Stress_Shoot_Na+, SES, Lost_Root_weight",44.1
"Stress_Shoot_Na+, SES, Lost_Shoot_weight",42.8
"Stress_Shoot_Na+, SES, Lost_Root_length",43.8
"Stress_Shoot_Na+, SES, Lost_Shoot_length",42.3
"Stress_Shoot_Na+, SES, Lost_Root_thickness",41.1
"Stress_Shoot_Na+, SES, Lost_Shoot_thickness",49.4
"Stress_Shoot_Na+, SES, Lost_Chlorophyll_A",60.7
"Stress_Shoot_Na+, SES, Lost_Chlorophyll_B",56.9
"Stress_Shoot_Na+, SES, Seed_volume",47.4
"Stress_Shoot_Na+, SES, Seed_density",42.2
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Stress_Chlorophyll_B",69.7
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Width_WO_husk",43.3
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Length_WO_husk",47.4
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Height_WO_husk",44.8
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Seed_Weight",48.7
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Root_thickness",52.3
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Shoot_thickness",48.6
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Stress_Root_thickness",56.1
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Stress_Shoot_thickness",62.5
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Lost_Root_weight",43.9
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Lost_Shoot_weight",43
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Lost_Root_length",46.9
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Lost_Shoot_length",43.3
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Lost_Root_thickness",43.2
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Lost_Shoot_thickness",48.3
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Lost_Chlorophyll_A",66.2
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Lost_Chlorophyll_B",62.5
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Seed_volume",47.1
"Stress_Shoot_Na+, Stress_Chlorophyll_A, Seed_density",43.9
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Width_WO_husk",42.4
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Length_WO_husk",46.6
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Height_WO_husk",43.4
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Seed_Weight",47.7
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Root_thickness",50.8
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Shoot_thickness",47.5
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Stress_Root_thickness",55.2
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Stress_Shoot_thickness",60
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Lost_Root_weight",43.3
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Lost_Shoot_weight",41.9
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Lost_Root_length",45.4
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Lost_Shoot_length",42.3
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Lost_Root_thickness",42
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Lost_Shoot_thickness",46.8
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Lost_Chlorophyll_A",64.1
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Lost_Chlorophyll_B",62.6
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Seed_volume",46
"Stress_Shoot_Na+, Stress_Chlorophyll_B, Seed_density",43
"Stress_Shoot_Na+, Width_WO_husk, Length_WO_husk",40
"Stress_Shoot_Na+, Width_WO_husk, Height_WO_husk",58.8
"Stress_Shoot_Na+, Width_WO_husk, Seed_Weight",56.6
"Stress_Shoot_Na+, Width_WO_husk, Root_thickness",38.5
"Stress_Shoot_Na+, Width_WO_husk, Shoot_thickness",38.2
"Stress_Shoot_Na+, Width_WO_husk, Stress_Root_thickness",41.4
"Stress_Shoot_Na+, Width_WO_husk, Stress_Shoot_thickness",43.2
"Stress_Shoot_Na+, Width_WO_husk, Lost_Root_weight",37.7
"Stress_Shoot_Na+, Width_WO_husk, Lost_Shoot_weight",36.5
"Stress_Shoot_Na+, Width_WO_husk, Lost_Root_length",39.3
"Stress_Shoot_Na+, Width_WO_husk, Lost_Shoot_length",36.5
"Stress_Shoot_Na+, Width_WO_husk, Lost_Root_thickness",41
"Stress_Shoot_Na+, Width_WO_husk, Lost_Shoot_thickness",39.4
"Stress_Shoot_Na+, Width_WO_husk, Lost_Chlorophyll_A",42.3
"Stress_Shoot_Na+, Width_WO_husk, Lost_Chlorophyll_B",40.9
"Stress_Shoot_Na+, Width_WO_husk, Seed_volume",59.2
"Stress_Shoot_Na+, Width_WO_husk, Seed_density",46.1
"Stress_Shoot_Na+, Length_WO_husk, Height_WO_husk",36.2
"Stress_Shoot_Na+, Length_WO_husk, Seed_Weight",51.5
"Stress_Shoot_Na+, Length_WO_husk, Root_thickness",48.4
"Stress_Shoot_Na+, Length_WO_husk, Shoot_thickness",42.9
"Stress_Shoot_Na+, Length_WO_husk, Stress_Root_thickness",43
"Stress_Shoot_Na+, Length_WO_husk, Stress_Shoot_thickness",44.5
"Stress_Shoot_Na+, Length_WO_husk, Lost_Root_weight",38.9
"Stress_Shoot_Na+, Length_WO_husk, Lost_Shoot_weight",40
"Stress_Shoot_Na+, Length_WO_husk, Lost_Root_length",39.3
"Stress_Shoot_Na+, Length_WO_husk, Lost_Shoot_length",36.4
"Stress_Shoot_Na+, Length_WO_husk, Lost_Root_thickness",44.3
"Stress_Shoot_Na+, Length_WO_husk, Lost_Shoot_thickness",38.5
"Stress_Shoot_Na+, Length_WO_husk, Lost_Chlorophyll_A",45.3
"Stress_Shoot_Na+, Length_WO_husk, Lost_Chlorophyll_B",44.8
"Stress_Shoot_Na+, Length_WO_husk, Seed_volume",49.2
"Stress_Shoot_Na+, Length_WO_husk, Seed_density",38.4
"Stress_Shoot_Na+, Height_WO_husk, Seed_Weight",57.8
"Stress_Shoot_Na+, Height_WO_husk, Root_thickness",39.6
"Stress_Shoot_Na+, Height_WO_husk, Shoot_thickness",41.9
"Stress_Shoot_Na+, Height_WO_husk, Stress_Root_thickness",44
"Stress_Shoot_Na+, Height_WO_husk, Stress_Shoot_thickness",46.6
"Stress_Shoot_Na+, Height_WO_husk, Lost_Root_weight",37.8
"Stress_Shoot_Na+, Height_WO_husk, Lost_Shoot_weight",37.7
"Stress_Shoot_Na+, Height_WO_husk, Lost_Root_length",37.3
"Stress_Shoot_Na+, Height_WO_husk, Lost_Shoot_length",37.2
"Stress_Shoot_Na+, Height_WO_husk, Lost_Root_thickness",38.4
"Stress_Shoot_Na+, Height_WO_husk, Lost_Shoot_thickness",39.5
"Stress_Shoot_Na+, Height_WO_husk, Lost_Chlorophyll_A",43.1
"Stress_Shoot_Na+, Height_WO_husk, Lost_Chlorophyll_B",40.8
"Stress_Shoot_Na+, Height_WO_husk, Seed_volume",60.8
"Stress_Shoot_Na+, Height_WO_husk, Seed_density",47.5
"Stress_Shoot_Na+, Seed_Weight, Root_thickness",45.1
"Stress_Shoot_Na+, Seed_Weight, Shoot_thickness",47.2
"Stress_Shoot_Na+, Seed_Weight, Stress_Root_thickness",47.5
"Stress_Shoot_Na+, Seed_Weight, Stress_Shoot_thickness",50.3
"Stress_Shoot_Na+, Seed_Weight, Lost_Root_weight",39.5
"Stress_Shoot_Na+, Seed_Weight, Lost_Shoot_weight",41.9
"Stress_Shoot_Na+, Seed_Weight, Lost_Root_length",39.5
"Stress_Shoot_Na+, Seed_Weight, Lost_Shoot_length",39.7
"Stress_Shoot_Na+, Seed_Weight, Lost_Root_thickness",39.7
"Stress_Shoot_Na+, Seed_Weight, Lost_Shoot_thickness",39.9
"Stress_Shoot_Na+, Seed_Weight, Lost_Chlorophyll_A",46.6
"Stress_Shoot_Na+, Seed_Weight, Lost_Chlorophyll_B",44.8
"Stress_Shoot_Na+, Seed_Weight, Seed_volume",65.9
"Stress_Shoot_Na+, Seed_Weight, Seed_density",39
"Stress_Shoot_Na+, Root_thickness, Shoot_thickness",52.7
"Stress_Shoot_Na+, Root_thickness, Stress_Root_thickness",50.2
"Stress_Shoot_Na+, Root_thickness, Stress_Shoot_thickness",50.5
"Stress_Shoot_Na+, Root_thickness, Lost_Root_weight",51.3
"Stress_Shoot_Na+, Root_thickness, Lost_Shoot_weight",48.5
"Stress_Shoot_Na+, Root_thickness, Lost_Root_length",41.4
"Stress_Shoot_Na+, Root_thickness, Lost_Shoot_length",41.6
"Stress_Shoot_Na+, Root_thickness, Lost_Root_thickness",59.4
"Stress_Shoot_Na+, Root_thickness, Lost_Shoot_thickness",41.9
"Stress_Shoot_Na+, Root_thickness, Lost_Chlorophyll_A",47.2
"Stress_Shoot_Na+, Root_thickness, Lost_Chlorophyll_B",44.4
"Stress_Shoot_Na+, Root_thickness, Seed_volume",43.2
"Stress_Shoot_Na+, Root_thickness, Seed_density",39.9
"Stress_Shoot_Na+, Shoot_thickness, Stress_Root_thickness",44.5
"Stress_Shoot_Na+, Shoot_thickness, Stress_Shoot_thickness",50.5
"Stress_Shoot_Na+, Shoot_thickness, Lost_Root_weight",47.2
"Stress_Shoot_Na+, Shoot_thickness, Lost_Shoot_weight",58.7
"Stress_Shoot_Na+, Shoot_thickness, Lost_Root_length",36
"Stress_Shoot_Na+, Shoot_thickness, Lost_Shoot_length",39.2
"Stress_Shoot_Na+, Shoot_thickness, Lost_Root_thickness",46.5
"Stress_Shoot_Na+, Shoot_thickness, Lost_Shoot_thickness",56.6
"Stress_Shoot_Na+, Shoot_thickness, Lost_Chlorophyll_A",43.1
"Stress_Shoot_Na+, Shoot_thickness, Lost_Chlorophyll_B",40.9
"Stress_Shoot_Na+, Shoot_thickness, Seed_volume",45.4
"Stress_Shoot_Na+, Shoot_thickness, Seed_density",36.2
"Stress_Shoot_Na+, Stress_Root_thickness, Stress_Shoot_thickness",59.1
"Stress_Shoot_Na+, Stress_Root_thickness, Lost_Root_weight",45.4
"Stress_Shoot_Na+, Stress_Root_thickness, Lost_Shoot_weight",40.1
"Stress_Shoot_Na+, Stress_Root_thickness, Lost_Root_length",39.4
"Stress_Shoot_Na+, Stress_Root_thickness, Lost_Shoot_length",39.1
"Stress_Shoot_Na+, Stress_Root_thickness, Lost_Root_thickness",43.6
"Stress_Shoot_Na+, Stress_Root_thickness, Lost_Shoot_thickness",46.6
"Stress_Shoot_Na+, Stress_Root_thickness, Lost_Chlorophyll_A",52.7
"Stress_Shoot_Na+, Stress_Root_thickness, Lost_Chlorophyll_B",51.2
"Stress_Shoot_Na+, Stress_Root_thickness, Seed_volume",45.6
"Stress_Shoot_Na+, Stress_Root_thickness, Seed_density",41.2
"Stress_Shoot_Na+, Stress_Shoot_thickness, Lost_Root_weight",42.5
"Stress_Shoot_Na+, Stress_Shoot_thickness, Lost_Shoot_weight",40.1
"Stress_Shoot_Na+, Stress_Shoot_thickness, Lost_Root_length",43.3
"Stress_Shoot_Na+, Stress_Shoot_thickness, Lost_Shoot_length",40.5
"Stress_Shoot_Na+, Stress_Shoot_thickness, Lost_Root_thickness",39.4
"Stress_Shoot_Na+, Stress_Shoot_thickness, Lost_Shoot_thickness",47.7
"Stress_Shoot_Na+, Stress_Shoot_thickness, Lost_Chlorophyll_A",58.7
"Stress_Shoot_Na+, Stress_Shoot_thickness, Lost_Chlorophyll_B",54.6
"Stress_Shoot_Na+, Stress_Shoot_thickness, Seed_volume",48.7
"Stress_Shoot_Na+, Stress_Shoot_thickness, Seed_density",40.4
"Stress_Shoot_Na+, Lost_Root_weight, Lost_Shoot_weight",56.2
"Stress_Shoot_Na+, Lost_Root_weight, Lost_Root_length",45.2
"Stress_Shoot_Na+, Lost_Root_weight, Lost_Shoot_length",49.4
"Stress_Shoot_Na+, Lost_Root_weight, Lost_Root_thickness",59.2
"Stress_Shoot_Na+, Lost_Root_weight, Lost_Shoot_thickness",54.3
"Stress_Shoot_Na+, Lost_Root_weight, Lost_Chlorophyll_A",45.9
"Stress_Shoot_Na+, Lost_Root_weight, Lost_Chlorophyll_B",45.5
"Stress_Shoot_Na+, Lost_Root_weight, Seed_volume",38.4
"Stress_Shoot_Na+, Lost_Root_weight, Seed_density",35.5
"Stress_Shoot_Na+, Lost_Shoot_weight, Lost_Root_length",43.2
"Stress_Shoot_Na+, Lost_Shoot_weight, Lost_Shoot_length",53.8
"Stress_Shoot_Na+, Lost_Shoot_weight, Lost_Root_thickness",50.6
"Stress_Shoot_Na+, Lost_Shoot_weight, Lost_Shoot_thickness",62.8
"Stress_Shoot_Na+, Lost_Shoot_weight, Lost_Chlorophyll_A",45.7
"Stress_Shoot_Na+, Lost_Shoot_weight, Lost_Chlorophyll_B",45.1
"Stress_Shoot_Na+, Lost_Shoot_weight, Seed_volume",40.4
"Stress_Shoot_Na+, Lost_Shoot_weight, Seed_density",35.5
"Stress_Shoot_Na+, Lost_Root_length, Lost_Shoot_length",48.7
